year,country,iso3,currency_code,region,decade,gasoline_usd_per_liter,gasoline_usd_per_gallon,gasoline_real_2024usd,diesel_usd_per_liter,diesel_real_2024usd,lpg_usd_per_liter,gasoline_local_currency,gasoline_yoy_pct_change,diesel_yoy_pct_change,price_tier,tax_pct_of_pump_price,pretax_price_usd_ltr,subsidy_flag,subsidy_regime,is_oil_producer,crude_oil_usd_per_barrel,crude_oil_usd_per_liter,refinery_margin_usd_ltr,oil_price_shock_idx,us_cpi,inflation_deflator_2024
1991,Norway,NOR,NOK,Europe,1990s,0.76,2.8769,1.7521,0.7867,1.8137,0.4704,8.208,0.49,-0.34,Medium ($0.70–$1.10),63.0,0.2812,0,none,1,20.2,0.1271,0.6329,1.0,136.2,2.3054
1992,Norway,NOR,NOK,Europe,1990s,0.8033,3.0408,1.7978,0.8554,1.9144,0.4856,8.6756,5.7,8.73,Medium ($0.70–$1.10),63.1,0.2964,0,none,1,19.32,0.1215,0.6818,1.0,140.3,2.2381
1993,Norway,NOR,NOK,Europe,1990s,0.8618,3.2623,1.8727,0.907,1.9709,0.5369,9.3074,7.28,6.03,Medium ($0.70–$1.10),63.2,0.3171,0,none,1,16.97,0.1067,0.7551,1.0,144.5,2.173
1994,Norway,NOR,NOK,Europe,1990s,0.8818,3.338,1.8683,0.9245,1.9588,0.5342,9.5234,2.32,1.93,Medium ($0.70–$1.10),63.3,0.3236,0,none,1,15.82,0.0995,0.7823,1.0,148.2,2.1188
1995,Norway,NOR,NOK,Europe,1990s,0.9686,3.6665,1.9957,1.0175,2.0964,0.6017,10.4609,9.84,10.06,Medium ($0.70–$1.10),63.4,0.3545,0,none,1,17.02,0.1071,0.8615,1.0,152.4,2.0604
1996,Norway,NOR,NOK,Europe,1990s,0.9555,3.617,1.9122,1.0287,2.0587,0.5886,10.3194,-1.35,1.1,Medium ($0.70–$1.10),63.5,0.3488,0,none,1,22.12,0.1391,0.8164,1.0,156.9,2.0013
1997,Norway,NOR,NOK,Europe,1990s,0.9713,3.6768,1.9002,1.0322,2.0194,0.5685,10.49,1.65,0.34,Medium ($0.70–$1.10),63.6,0.3536,0,none,1,19.09,0.1201,0.8512,1.0,160.5,1.9564
1998,Norway,NOR,NOK,Europe,1990s,0.9645,3.651,1.858,1.0109,1.9474,0.6152,10.4166,-0.7,-2.06,Medium ($0.70–$1.10),63.7,0.3501,0,none,1,13.07,0.0822,0.8823,0.82,163.0,1.9264
1999,Norway,NOR,NOK,Europe,1990s,0.9665,3.6586,1.8216,1.0675,2.012,0.6074,10.4382,0.21,5.6,Medium ($0.70–$1.10),63.8,0.3499,0,none,1,17.97,0.113,0.8535,1.0,166.6,1.8848
2000,Norway,NOR,NOK,Europe,2000s,0.9283,3.514,1.6927,0.9912,1.8074,0.5691,10.0256,-3.95,-7.15,Medium ($0.70–$1.10),63.9,0.3351,0,none,1,30.38,0.1911,0.7372,1.0,172.2,1.8235
2001,Norway,NOR,NOK,Europe,2000s,1.0651,4.0318,1.8884,1.1615,2.0594,0.6685,11.5031,14.74,17.18,Medium ($0.70–$1.10),64.0,0.3834,0,none,1,25.93,0.1631,0.902,1.0,177.1,1.773
2002,Norway,NOR,NOK,Europe,2000s,1.1236,4.2533,1.9611,1.2098,2.1116,0.709,12.1349,5.49,4.16,High ($1.10–$1.60),64.0,0.4045,0,none,1,26.15,0.1645,0.9591,1.0,179.9,1.7454
2003,Norway,NOR,NOK,Europe,2000s,1.207,4.569,2.0598,1.3056,2.228,0.7395,13.0356,7.42,7.92,High ($1.10–$1.60),64.1,0.4333,0,none,1,31.07,0.1954,1.0116,1.0,184.0,1.7065
2004,Norway,NOR,NOK,Europe,2000s,1.3238,5.0111,2.2005,1.3848,2.3019,0.8327,14.297,9.68,6.07,High ($1.10–$1.60),64.2,0.4739,0,none,1,41.49,0.261,1.0628,1.0,188.9,1.6623
2005,Norway,NOR,NOK,Europe,2000s,1.4194,5.373,2.2821,1.4917,2.3983,0.8786,15.3295,7.22,7.72,High ($1.10–$1.60),64.3,0.5067,0,none,1,56.59,0.3559,1.0635,1.0,195.3,1.6078
2006,Norway,NOR,NOK,Europe,2000s,1.5708,5.9461,2.4466,1.6811,2.6184,0.9954,16.9646,10.67,12.7,High ($1.10–$1.60),64.4,0.5592,0,none,1,66.02,0.4153,1.1555,1.0,201.6,1.5575
2007,Norway,NOR,NOK,Europe,2000s,1.6263,6.1562,2.4634,1.7217,2.6079,1.0201,17.564,3.53,2.42,Very High (>$1.60),64.5,0.5773,0,none,1,72.34,0.455,1.1713,1.0,207.3,1.5147
2008,Norway,NOR,NOK,Europe,2000s,1.811,6.8554,2.6412,1.9219,2.803,1.1331,19.5588,11.36,11.63,Very High (>$1.60),64.6,0.6411,0,none,1,99.67,0.6269,1.1841,1.28,215.3,1.4584
2009,Norway,NOR,NOK,Europe,2000s,1.8104,6.8531,2.6502,1.9504,2.8551,1.1484,19.5523,-0.03,1.48,Very High (>$1.60),64.7,0.6391,0,none,1,61.74,0.3883,1.4221,0.78,214.5,1.4639
2010,Norway,NOR,NOK,Europe,2010s,1.806,6.8365,2.6001,1.8482,2.6609,1.1377,19.5048,-0.24,-5.24,Very High (>$1.60),64.8,0.6357,0,none,1,79.61,0.5007,1.3053,1.0,218.1,1.4397
2011,Norway,NOR,NOK,Europe,2010s,1.7749,6.7187,2.4781,1.872,2.6136,1.0852,19.1689,-1.72,1.29,Very High (>$1.60),64.9,0.623,0,none,1,111.26,0.6998,1.0751,1.0,224.9,1.3962
2012,Norway,NOR,NOK,Europe,2010s,1.6841,6.375,2.3032,1.8263,2.4976,1.0478,18.1883,-5.12,-2.44,Very High (>$1.60),65.0,0.5894,0,none,1,112.01,0.7045,0.9796,1.0,229.6,1.3676
2013,Norway,NOR,NOK,Europe,2010s,1.7395,6.5847,2.3442,1.831,2.4675,1.0766,18.7866,3.29,0.26,Very High (>$1.60),65.1,0.6071,0,none,1,108.66,0.6835,1.056,1.0,233.0,1.3476
2014,Norway,NOR,NOK,Europe,2010s,1.7011,6.4394,2.2566,1.8043,2.3935,1.0622,18.3719,-2.21,-1.46,Very High (>$1.60),65.2,0.592,0,none,1,98.97,0.6225,1.0786,1.0,236.7,1.3266
2015,Norway,NOR,NOK,Europe,2010s,1.6295,6.1683,2.1589,1.7371,2.3015,1.0243,17.5986,-4.21,-3.72,Very High (>$1.60),65.3,0.5654,0,none,1,52.39,0.3295,1.3,1.0,237.0,1.3249
2016,Norway,NOR,NOK,Europe,2010s,1.7149,6.4916,2.2437,1.8265,2.3897,1.0626,18.5209,5.24,5.15,Very High (>$1.60),65.3,0.5951,0,none,1,43.74,0.2751,1.4398,1.0,240.0,1.3083
2017,Norway,NOR,NOK,Europe,2010s,1.7925,6.7853,2.2964,1.909,2.4456,1.0896,19.359,4.53,4.52,Very High (>$1.60),65.4,0.6202,0,none,1,54.25,0.3412,1.4513,1.0,245.1,1.2811
2018,Norway,NOR,NOK,Europe,2010s,1.8381,6.958,2.2985,1.9211,2.4023,1.1475,19.8515,2.54,0.63,Very High (>$1.60),65.5,0.6341,0,none,1,71.34,0.4487,1.3894,1.0,251.1,1.2505
2019,Norway,NOR,NOK,Europe,2010s,1.8743,7.095,2.3016,1.9967,2.452,1.1566,20.2424,1.97,3.94,Very High (>$1.60),65.6,0.6448,0,none,1,64.37,0.4049,1.4694,1.0,255.7,1.228
2020,Norway,NOR,NOK,Europe,2020s,2.0499,7.7597,2.4871,2.1532,2.6125,1.2958,22.1389,9.37,7.84,Very High (>$1.60),65.7,0.7031,0,none,1,41.84,0.2632,1.7867,0.72,258.8,1.2133
2021,Norway,NOR,NOK,Europe,2020s,2.2452,8.499,2.6014,2.4362,2.8228,1.4022,24.2482,9.53,13.14,Very High (>$1.60),65.8,0.7679,0,none,1,70.86,0.4457,1.7995,1.0,271.0,1.1587
2022,Norway,NOR,NOK,Europe,2020s,2.4559,9.2966,2.6346,2.5788,2.7665,1.5154,26.5237,9.38,5.85,Very High (>$1.60),65.9,0.8375,0,none,1,101.32,0.6373,1.8186,1.3,292.7,1.0728
2023,Norway,NOR,NOK,Europe,2020s,2.1752,8.234,2.2416,2.3146,2.3852,1.3348,23.4922,-11.43,-10.25,Very High (>$1.60),66.0,0.7396,0,none,1,82.49,0.5188,1.6564,1.0,304.7,1.0305
2024,Norway,NOR,NOK,Europe,2020s,2.0625,7.8074,2.0625,2.1797,2.1797,1.2529,22.275,-5.18,-5.83,Very High (>$1.60),66.1,0.6992,0,none,1,80.0,0.5032,1.5593,1.0,314.0,1.0
1924,Russia,RUS,RUB,Eurasia,1920s,0.01,0.0379,0.1836,0.0079,0.1451,0.005,0.88,,,Very Low (<$0.30),12.8,0.0087,0,partial,1,1.43,0.009,0.001,1.0,17.1,18.3626
1925,Russia,RUS,RUB,Eurasia,1920s,0.0103,0.039,0.1848,0.0083,0.1489,0.005,0.9064,3.0,5.06,Very Low (<$0.30),12.8,0.009,0,partial,1,1.68,0.0106,-0.0003,1.0,17.5,17.9429
1926,Russia,RUS,RUB,Eurasia,1920s,0.0101,0.0382,0.1792,0.008,0.1419,0.0051,0.8888,-1.94,-3.61,Very Low (<$0.30),12.8,0.0088,0,partial,1,1.88,0.0118,-0.0017,1.0,17.7,17.7401
1927,Russia,RUS,RUB,Eurasia,1920s,0.01,0.0379,0.1805,0.0081,0.1462,0.0051,0.88,-0.99,1.25,Very Low (<$0.30),12.8,0.0087,0,partial,1,1.3,0.0082,0.0018,1.0,17.4,18.046
1928,Russia,RUS,RUB,Eurasia,1920s,0.0104,0.0394,0.191,0.0083,0.1524,0.0052,0.9152,4.0,2.47,Very Low (<$0.30),12.8,0.0091,0,partial,1,1.17,0.0074,0.003,1.0,17.1,18.3626
1929,Russia,RUS,RUB,Eurasia,1920s,0.0099,0.0375,0.1818,0.008,0.1469,0.0049,0.8712,-4.81,-3.61,Very Low (<$0.30),12.8,0.0086,0,partial,1,1.27,0.008,0.0019,1.0,17.1,18.3626
1930,Russia,RUS,RUB,Eurasia,1930s,0.01,0.0379,0.188,0.0083,0.1561,0.0048,0.88,1.01,3.75,Very Low (<$0.30),12.8,0.0087,0,partial,1,1.19,0.0075,0.0025,1.0,16.7,18.8024
1931,Russia,RUS,RUB,Eurasia,1930s,0.0102,0.0386,0.2107,0.0083,0.1715,0.0051,0.8976,2.0,0.0,Very Low (<$0.30),12.8,0.0089,0,partial,1,0.65,0.0041,0.0061,1.0,15.2,20.6579
1932,Russia,RUS,RUB,Eurasia,1930s,0.0104,0.0394,0.2384,0.0084,0.1925,0.0053,0.9152,1.96,1.2,Very Low (<$0.30),12.8,0.0091,0,partial,1,0.87,0.0055,0.0049,1.0,13.7,22.9197
1933,Russia,RUS,RUB,Eurasia,1930s,0.0104,0.0394,0.2512,0.0082,0.1981,0.0053,0.9152,0.0,-2.38,Very Low (<$0.30),12.8,0.0091,0,partial,1,0.67,0.0042,0.0062,1.0,13.0,24.1538
1934,Russia,RUS,RUB,Eurasia,1930s,0.0108,0.0409,0.2531,0.0088,0.2062,0.0055,0.9504,3.85,7.32,Very Low (<$0.30),12.8,0.0094,0,partial,1,1.0,0.0063,0.0045,1.0,13.4,23.4328
1935,Russia,RUS,RUB,Eurasia,1930s,0.0113,0.0428,0.259,0.0089,0.204,0.0058,0.9944,4.63,1.14,Very Low (<$0.30),12.8,0.0099,0,partial,1,0.97,0.0061,0.0052,1.0,13.7,22.9197
1936,Russia,RUS,RUB,Eurasia,1930s,0.0109,0.0413,0.2462,0.0086,0.1943,0.0055,0.9592,-3.54,-3.37,Very Low (<$0.30),12.8,0.0095,0,partial,1,1.09,0.0069,0.004,1.0,13.9,22.5899
1937,Russia,RUS,RUB,Eurasia,1930s,0.0117,0.0443,0.2551,0.0093,0.2028,0.0061,1.0296,7.34,8.14,Very Low (<$0.30),12.8,0.0102,0,partial,1,1.18,0.0074,0.0043,1.0,14.4,21.8056
1938,Russia,RUS,RUB,Eurasia,1930s,0.0119,0.045,0.265,0.0096,0.2138,0.006,1.0472,1.71,3.23,Very Low (<$0.30),12.8,0.0104,0,partial,1,1.13,0.0071,0.0048,1.0,14.1,22.2695
1939,Russia,RUS,RUB,Eurasia,1930s,0.0119,0.045,0.2688,0.0093,0.2101,0.0059,1.0472,0.0,-3.12,Very Low (<$0.30),12.8,0.0104,0,partial,1,1.02,0.0064,0.0055,1.0,13.9,22.5899
1940,Russia,RUS,RUB,Eurasia,1940s,0.0119,0.045,0.2669,0.0098,0.2198,0.006,1.0472,0.0,5.38,Very Low (<$0.30),12.8,0.0104,0,partial,1,1.02,0.0064,0.0055,1.0,14.0,22.4286
1941,Russia,RUS,RUB,Eurasia,1940s,0.0121,0.0458,0.2585,0.0098,0.2093,0.006,1.0648,1.68,0.0,Very Low (<$0.30),12.8,0.0106,0,partial,1,1.14,0.0072,0.0049,1.0,14.7,21.3605
1942,Russia,RUS,RUB,Eurasia,1940s,0.0125,0.0473,0.2408,0.0099,0.1907,0.0061,1.1,3.31,1.02,Very Low (<$0.30),12.8,0.0109,0,partial,1,1.19,0.0075,0.005,1.0,16.3,19.2638
1943,Russia,RUS,RUB,Eurasia,1940s,0.0125,0.0473,0.2269,0.0099,0.1797,0.0063,1.1,0.0,0.0,Very Low (<$0.30),12.8,0.0109,0,partial,1,1.2,0.0075,0.005,1.0,17.3,18.1503
1944,Russia,RUS,RUB,Eurasia,1940s,0.0134,0.0507,0.2391,0.0108,0.1927,0.0069,1.1792,7.2,9.09,Very Low (<$0.30),12.8,0.0117,0,partial,1,1.21,0.0076,0.0058,1.0,17.6,17.8409
1945,Russia,RUS,RUB,Eurasia,1940s,0.0135,0.0511,0.2355,0.0109,0.1901,0.0067,1.188,0.75,0.93,Very Low (<$0.30),12.8,0.0118,0,partial,1,1.22,0.0077,0.0058,1.0,18.0,17.4444
1946,Russia,RUS,RUB,Eurasia,1940s,0.0139,0.0526,0.2238,0.011,0.1771,0.0071,1.2232,2.96,0.92,Very Low (<$0.30),12.8,0.0121,0,partial,1,1.41,0.0089,0.005,1.0,19.5,16.1026
1947,Russia,RUS,RUB,Eurasia,1940s,0.0138,0.0522,0.1943,0.0109,0.1535,0.007,1.2144,-0.72,-0.91,Very Low (<$0.30),12.8,0.012,0,partial,1,1.93,0.0121,0.0017,1.0,22.3,14.0807
1948,Russia,RUS,RUB,Eurasia,1940s,0.0143,0.0541,0.1863,0.0116,0.1511,0.0072,1.2584,3.62,6.42,Very Low (<$0.30),12.8,0.0125,0,partial,1,2.6,0.0164,-0.0021,1.0,24.1,13.029
1949,Russia,RUS,RUB,Eurasia,1940s,0.0147,0.0556,0.1939,0.0116,0.153,0.0073,1.2936,2.8,0.0,Very Low (<$0.30),12.8,0.0128,0,partial,1,2.54,0.016,-0.0013,1.0,23.8,13.1933
1950,Russia,RUS,RUB,Eurasia,1950s,0.0152,0.0575,0.198,0.0121,0.1577,0.0076,1.3376,3.4,4.31,Very Low (<$0.30),19.2,0.0123,0,partial,1,2.51,0.0158,-0.0006,1.0,24.1,13.029
1951,Russia,RUS,RUB,Eurasia,1950s,0.0153,0.0579,0.1848,0.0121,0.1461,0.0077,1.3464,0.66,0.0,Very Low (<$0.30),19.2,0.0124,0,partial,1,2.53,0.0159,-0.0006,1.0,26.0,12.0769
1952,Russia,RUS,RUB,Eurasia,1950s,0.0159,0.0602,0.1884,0.0128,0.1517,0.0081,1.3992,3.92,5.79,Very Low (<$0.30),19.2,0.0128,0,partial,1,2.53,0.0159,0.0,1.0,26.5,11.8491
1953,Russia,RUS,RUB,Eurasia,1950s,0.016,0.0606,0.1882,0.0126,0.1482,0.0081,1.408,0.63,-1.56,Very Low (<$0.30),19.2,0.0129,0,partial,1,2.68,0.0169,-0.0009,1.0,26.7,11.7603
1954,Russia,RUS,RUB,Eurasia,1950s,0.0169,0.064,0.1973,0.0132,0.1541,0.0085,1.4872,5.62,4.76,Very Low (<$0.30),19.2,0.0137,0,partial,1,2.78,0.0175,-0.0006,1.0,26.9,11.6729
1955,Russia,RUS,RUB,Eurasia,1950s,0.0175,0.0662,0.205,0.0136,0.1593,0.0087,1.54,3.55,3.03,Very Low (<$0.30),19.2,0.0141,0,partial,1,2.77,0.0174,0.0001,1.0,26.8,11.7164
1956,Russia,RUS,RUB,Eurasia,1950s,0.0175,0.0662,0.202,0.0141,0.1628,0.0091,1.54,0.0,3.68,Very Low (<$0.30),19.2,0.0141,0,partial,1,2.79,0.0175,0.0,1.0,27.2,11.5441
1957,Russia,RUS,RUB,Eurasia,1950s,0.0183,0.0693,0.2045,0.0146,0.1631,0.0091,1.6104,4.57,3.55,Very Low (<$0.30),19.2,0.0148,0,partial,1,3.09,0.0194,-0.0011,1.0,28.1,11.1744
1958,Russia,RUS,RUB,Eurasia,1950s,0.019,0.0719,0.2064,0.0154,0.1673,0.0096,1.672,3.83,5.48,Very Low (<$0.30),19.2,0.0154,0,partial,1,3.01,0.0189,0.0001,1.0,28.9,10.8651
1959,Russia,RUS,RUB,Eurasia,1950s,0.0199,0.0753,0.2147,0.0161,0.1737,0.0098,1.7512,4.74,4.55,Very Low (<$0.30),19.2,0.0161,0,partial,1,2.9,0.0182,0.0017,1.0,29.1,10.7904
1960,Russia,RUS,RUB,Eurasia,1960s,0.0194,0.0734,0.2058,0.0152,0.1612,0.0097,1.7072,-2.51,-5.59,Very Low (<$0.30),19.2,0.0157,1,partial,1,2.88,0.0181,0.0013,1.0,29.6,10.6081
1961,Russia,RUS,RUB,Eurasia,1960s,0.0202,0.0765,0.2121,0.0162,0.1701,0.0105,1.7776,4.12,6.58,Very Low (<$0.30),19.2,0.0163,1,partial,1,2.89,0.0182,0.002,1.0,29.9,10.5017
1962,Russia,RUS,RUB,Eurasia,1960s,0.0204,0.0772,0.2121,0.0156,0.1622,0.0102,1.7952,0.99,-3.7,Very Low (<$0.30),19.2,0.0165,1,partial,1,2.9,0.0182,0.0022,1.0,30.2,10.3974
1963,Russia,RUS,RUB,Eurasia,1960s,0.0205,0.0776,0.2104,0.0167,0.1714,0.0099,1.804,0.49,7.05,Very Low (<$0.30),19.2,0.0166,1,partial,1,2.89,0.0182,0.0023,1.0,30.6,10.2614
1964,Russia,RUS,RUB,Eurasia,1960s,0.021,0.0795,0.2127,0.0175,0.1773,0.0105,1.848,2.44,4.79,Very Low (<$0.30),19.2,0.017,1,partial,1,2.88,0.0181,0.0029,1.0,31.0,10.129
1965,Russia,RUS,RUB,Eurasia,1960s,0.0214,0.081,0.2133,0.0169,0.1685,0.0107,1.8832,1.9,-3.43,Very Low (<$0.30),19.2,0.0173,1,partial,1,2.86,0.018,0.0034,1.0,31.5,9.9683
1966,Russia,RUS,RUB,Eurasia,1960s,0.0215,0.0814,0.2084,0.0171,0.1657,0.0107,1.892,0.47,1.18,Very Low (<$0.30),19.2,0.0174,1,partial,1,2.88,0.0181,0.0034,1.0,32.4,9.6914
1967,Russia,RUS,RUB,Eurasia,1960s,0.0219,0.0829,0.2059,0.0177,0.1664,0.0112,1.9272,1.86,3.51,Very Low (<$0.30),19.2,0.0177,1,partial,1,2.92,0.0184,0.0035,1.0,33.4,9.4012
1968,Russia,RUS,RUB,Eurasia,1960s,0.0214,0.081,0.1931,0.0174,0.157,0.0106,1.8832,-2.28,-1.69,Very Low (<$0.30),19.2,0.0173,1,partial,1,2.94,0.0185,0.0029,1.0,34.8,9.023
1969,Russia,RUS,RUB,Eurasia,1960s,0.0221,0.0837,0.1891,0.0176,0.1506,0.0111,1.9448,3.27,1.15,Very Low (<$0.30),19.2,0.0179,1,partial,1,3.09,0.0194,0.0027,1.0,36.7,8.5559
1970,Russia,RUS,RUB,Eurasia,1970s,0.0223,0.0844,0.1805,0.0176,0.1424,0.0112,1.9624,0.9,0.0,Very Low (<$0.30),25.6,0.0166,1,partial,1,3.18,0.02,0.0023,1.0,38.8,8.0928
1971,Russia,RUS,RUB,Eurasia,1970s,0.0226,0.0856,0.1752,0.0178,0.138,0.0114,1.9888,1.35,1.14,Very Low (<$0.30),25.6,0.0168,1,partial,1,3.6,0.0226,0.0,1.0,40.5,7.7531
1972,Russia,RUS,RUB,Eurasia,1970s,0.0238,0.0901,0.1788,0.0187,0.1405,0.0121,2.0944,5.31,5.06,Very Low (<$0.30),25.6,0.0177,1,partial,1,3.6,0.0226,0.0012,1.0,41.8,7.512
1973,Russia,RUS,RUB,Eurasia,1970s,0.0231,0.0874,0.1634,0.0187,0.1322,0.0113,2.0328,-2.94,0.0,Very Low (<$0.30),25.6,0.0172,1,partial,1,4.75,0.0299,-0.0068,1.2,44.4,7.0721
1974,Russia,RUS,RUB,Eurasia,1970s,0.0251,0.095,0.1599,0.0201,0.128,0.0128,2.2088,8.66,7.49,Very Low (<$0.30),25.6,0.0187,1,partial,1,9.35,0.0588,-0.0337,1.55,49.3,6.3692
1975,Russia,RUS,RUB,Eurasia,1970s,0.0252,0.0954,0.1471,0.0207,0.1208,0.0127,2.2176,0.4,2.99,Very Low (<$0.30),25.6,0.0187,1,partial,1,10.72,0.0674,-0.0422,1.0,53.8,5.8364
1976,Russia,RUS,RUB,Eurasia,1970s,0.0254,0.0961,0.1402,0.0208,0.1148,0.0124,2.2352,0.79,0.48,Very Low (<$0.30),25.6,0.0189,1,partial,1,11.51,0.0724,-0.047,1.0,56.9,5.5185
1977,Russia,RUS,RUB,Eurasia,1970s,0.0265,0.1003,0.1373,0.0205,0.1062,0.0136,2.332,4.33,-1.44,Very Low (<$0.30),25.6,0.0197,1,partial,1,13.92,0.0876,-0.0611,1.0,60.6,5.1815
1978,Russia,RUS,RUB,Eurasia,1970s,0.0273,0.1033,0.1315,0.0221,0.1064,0.0137,2.4024,3.02,7.8,Very Low (<$0.30),25.6,0.0203,1,partial,1,14.02,0.0882,-0.0609,1.0,65.2,4.816
1979,Russia,RUS,RUB,Eurasia,1970s,0.0285,0.1079,0.1233,0.023,0.0995,0.0141,2.508,4.4,4.07,Very Low (<$0.30),25.6,0.0212,1,partial,1,31.61,0.1988,-0.1703,1.3,72.6,4.3251
1980,Russia,RUS,RUB,Eurasia,1980s,0.028,0.106,0.1067,0.0228,0.0869,0.0138,2.464,-1.75,-0.87,Very Low (<$0.30),32.0,0.019,1,partial,1,36.83,0.2317,-0.2037,1.25,82.4,3.8107
1981,Russia,RUS,RUB,Eurasia,1980s,0.0277,0.1049,0.0957,0.0225,0.0777,0.0136,2.4376,-1.07,-1.32,Very Low (<$0.30),32.0,0.0188,1,partial,1,35.75,0.2249,-0.1972,1.0,90.9,3.4543
1982,Russia,RUS,RUB,Eurasia,1980s,0.0283,0.1071,0.0921,0.0229,0.0745,0.0138,2.4904,2.17,1.78,Very Low (<$0.30),32.1,0.0192,1,partial,1,31.82,0.2001,-0.1718,1.0,96.5,3.2539
1983,Russia,RUS,RUB,Eurasia,1980s,0.0287,0.1086,0.0905,0.0233,0.0735,0.0144,2.5256,1.41,1.75,Very Low (<$0.30),32.1,0.0195,1,partial,1,29.55,0.1859,-0.1572,1.0,99.6,3.1526
1984,Russia,RUS,RUB,Eurasia,1980s,0.0292,0.1105,0.0882,0.0233,0.0704,0.0143,2.5696,1.74,0.0,Very Low (<$0.30),32.2,0.0198,1,partial,1,28.78,0.181,-0.1518,1.0,103.9,3.0221
1985,Russia,RUS,RUB,Eurasia,1980s,0.0308,0.1166,0.0899,0.0242,0.0706,0.0155,2.7104,5.48,3.86,Very Low (<$0.30),32.2,0.0209,1,partial,1,27.56,0.1733,-0.1425,1.0,107.6,2.9182
1986,Russia,RUS,RUB,Eurasia,1980s,0.0291,0.1102,0.0834,0.0229,0.0656,0.0146,2.5608,-5.52,-5.37,Very Low (<$0.30),32.3,0.0197,1,partial,1,14.43,0.0908,-0.0617,0.75,109.6,2.865
1987,Russia,RUS,RUB,Eurasia,1980s,0.0306,0.1158,0.0846,0.0237,0.0655,0.015,2.6928,5.15,3.49,Very Low (<$0.30),32.3,0.0207,1,partial,1,18.44,0.116,-0.0854,1.0,113.6,2.7641
1988,Russia,RUS,RUB,Eurasia,1980s,0.0303,0.1147,0.0804,0.0242,0.0642,0.0152,2.6664,-0.98,2.11,Very Low (<$0.30),32.4,0.0205,1,partial,1,14.92,0.0938,-0.0635,1.0,118.3,2.6543
1989,Russia,RUS,RUB,Eurasia,1980s,0.0297,0.1124,0.0752,0.0237,0.06,0.0155,2.6136,-1.98,-2.07,Very Low (<$0.30),32.4,0.0201,1,partial,1,18.33,0.1153,-0.0856,1.0,124.0,2.5323
1990,Russia,RUS,RUB,Eurasia,1990s,0.0312,0.1181,0.075,0.0258,0.062,0.0159,2.7456,5.05,8.86,Very Low (<$0.30),32.5,0.0211,1,partial,1,23.73,0.1493,-0.1181,1.0,130.7,2.4024
1991,Russia,RUS,RUB,Eurasia,1990s,0.0443,0.1677,0.1021,0.0361,0.0832,0.022,3.8984,41.99,39.92,Very Low (<$0.30),32.5,0.0299,1,partial,1,20.2,0.1271,-0.0828,1.0,136.2,2.3054
1992,Russia,RUS,RUB,Eurasia,1990s,0.0622,0.2355,0.1392,0.0503,0.1126,0.0305,5.4736,40.41,39.34,Very Low (<$0.30),32.6,0.0419,1,partial,1,19.32,0.1215,-0.0593,1.0,140.3,2.2381
1993,Russia,RUS,RUB,Eurasia,1990s,0.0909,0.3441,0.1975,0.0725,0.1575,0.0454,7.9992,46.14,44.14,Very Low (<$0.30),32.6,0.0613,1,partial,1,16.97,0.1067,-0.0158,1.0,144.5,2.173
1994,Russia,RUS,RUB,Eurasia,1990s,0.1263,0.4781,0.2676,0.1021,0.2163,0.0633,11.1144,38.94,40.83,Very Low (<$0.30),32.7,0.085,1,partial,1,15.82,0.0995,0.0268,1.0,148.2,2.1188
1995,Russia,RUS,RUB,Eurasia,1990s,0.1789,0.6772,0.3686,0.1422,0.293,0.0866,15.7432,41.65,39.28,Very Low (<$0.30),32.7,0.1204,1,partial,1,17.02,0.1071,0.0718,1.0,152.4,2.0604
1996,Russia,RUS,RUB,Eurasia,1990s,0.1914,0.7245,0.383,0.1518,0.3038,0.0944,16.8432,6.99,6.75,Very Low (<$0.30),32.8,0.1286,1,partial,1,22.12,0.1391,0.0523,1.0,156.9,2.0013
1997,Russia,RUS,RUB,Eurasia,1990s,0.1992,0.7541,0.3897,0.1602,0.3134,0.0994,17.5296,4.08,5.53,Very Low (<$0.30),32.8,0.1339,1,partial,1,19.09,0.1201,0.0791,1.0,160.5,1.9564
1998,Russia,RUS,RUB,Eurasia,1990s,0.2071,0.784,0.399,0.1673,0.3223,0.1012,18.2248,3.97,4.43,Very Low (<$0.30),32.9,0.139,1,partial,1,13.07,0.0822,0.1249,0.82,163.0,1.9264
1999,Russia,RUS,RUB,Eurasia,1990s,0.2169,0.8211,0.4088,0.1704,0.3212,0.1084,19.0872,4.73,1.85,Very Low (<$0.30),32.9,0.1455,1,partial,1,17.97,0.113,0.1039,1.0,166.6,1.8848
2000,Russia,RUS,RUB,Eurasia,2000s,0.2309,0.8741,0.421,0.1861,0.3393,0.1149,20.3192,6.45,9.21,Very Low (<$0.30),33.0,0.1547,1,partial,1,30.38,0.1911,0.0398,1.0,172.2,1.8235
2001,Russia,RUS,RUB,Eurasia,2000s,0.2509,0.9498,0.4448,0.2026,0.3592,0.1256,22.0792,8.66,8.87,Very Low (<$0.30),33.0,0.1681,1,partial,1,25.93,0.1631,0.0878,1.0,177.1,1.773
2002,Russia,RUS,RUB,Eurasia,2000s,0.2747,1.0399,0.4795,0.2187,0.3817,0.141,24.1736,9.49,7.95,Very Low (<$0.30),33.1,0.1838,1,partial,1,26.15,0.1645,0.1102,1.0,179.9,1.7454
